"go_id","go_desc","gene_count","up_count","down_count","background_count","p_value","odds_ratio","p_adj"
"GO:0009615","response to virus",5,2,3,35,0.0221315017795422,3.41888452104552,0.273335454967954
"GO:0000096","sulfur amino acid metabolic process",1,1,0,1,0.0465906093379057,Inf,0.275632345613882
"GO:0000281","mitotic cytokinesis",2,0,2,7,0.0389633823845526,8.19542268831942,0.275632345613882
"GO:0000388","spliceosome conformational change to release U4 (or U4atac) and U1 (or U11)",1,1,0,1,0.0465906093379057,Inf,0.275632345613882
"GO:0001714","endodermal cell fate specification",1,0,1,1,0.0465906093379057,Inf,0.275632345613882
"GO:0001872","(1->3)-beta-D-glucan binding",1,0,1,1,0.0465906093379057,Inf,0.275632345613882
"GO:0002058","uracil binding",1,1,0,1,0.0465906093379057,Inf,0.275632345613882
"GO:0003825","alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity",2,2,0,6,0.0287071411496403,10.2427812700925,0.275632345613882
"GO:0003842","1-pyrroline-5-carboxylate dehydrogenase activity",1,0,1,1,0.0465906093379057,Inf,0.275632345613882
"GO:0003905","alkylbase DNA N-glycosylase activity",1,0,1,1,0.0465906093379057,Inf,0.275632345613882
"GO:0003986","acetyl-CoA hydrolase activity",1,1,0,1,0.0465906093379057,Inf,0.275632345613882
"GO:0004047","aminomethyltransferase activity",1,0,1,1,0.0465906093379057,Inf,0.275632345613882
"GO:0004340","glucokinase activity",2,0,2,7,0.0389633823845526,8.19542268831942,0.275632345613882
"GO:0004356","glutamate-ammonia ligase activity",3,0,3,14,0.0249836295244305,5.59002767842077,0.275632345613882
"GO:0004375","glycine dehydrogenase (decarboxylating) activity",1,0,1,1,0.0465906093379057,Inf,0.275632345613882
"GO:0004473","malate dehydrogenase (decarboxylating) (NADP+) activity",2,0,2,7,0.0389633823845526,8.19542268831942,0.275632345613882
"GO:0004491","methylmalonate-semialdehyde dehydrogenase (acylating) activity",1,0,1,1,0.0465906093379057,Inf,0.275632345613882
"GO:0004553","hydrolase activity, hydrolyzing O-glycosyl compounds",21,3,18,289,0.030223474683803,1.61254548528574,0.275632345613882
"GO:0004555","alpha,alpha-trehalase activity",1,0,1,1,0.0465906093379057,Inf,0.275632345613882
"GO:0004647","phosphoserine phosphatase activity",1,1,0,1,0.0465906093379057,Inf,0.275632345613882
"GO:0004655","porphobilinogen synthase activity",1,0,1,1,0.0465906093379057,Inf,0.275632345613882
